Command: /Users/admin9/ccass-sentinel/.venv/bin/python /Users/admin9/ccass-sentinel/scripts/daily_runner.py --date 2025/06/13 --auto-backfill
Exit code: 0

STDOUT:
🛰️  CCASS Sentinel Daily Runner — 2025/06/13
  Watchlist: 2796 stocks
  Already have: 500/2796 stocks for 2025/06/13; collecting 2296 missing stocks...
  Progress: 10 processed, 3 collected, 0 errors, 0 pending timeouts
  Progress: 20 processed, 12 collected, 0 errors, 0 pending timeouts
  Progress: 30 processed, 22 collected, 0 errors, 0 pending timeouts
  Progress: 40 processed, 32 collected, 0 errors, 0 pending timeouts
  Progress: 50 processed, 41 collected, 0 errors, 0 pending timeouts
  Progress: 60 processed, 51 collected, 0 errors, 0 pending timeouts
  Progress: 70 processed, 61 collected, 0 errors, 0 pending timeouts
  Progress: 80 processed, 71 collected, 0 errors, 0 pending timeouts
  Progress: 90 processed, 81 collected, 0 errors, 0 pending timeouts
  Progress: 100 processed, 91 collected, 0 errors, 0 pending timeouts
  💾 Interim holders saved (609 entries)
  Progress: 110 processed, 101 collected, 0 errors, 0 pending timeouts
  Progress: 120 processed, 110 collected, 0 errors, 0 pending timeouts
  Progress: 130 processed, 120 collected, 0 errors, 0 pending timeouts
  Progress: 140 processed, 130 collected, 0 errors, 0 pending timeouts
  Progress: 150 processed, 140 collected, 0 errors, 0 pending timeouts
  Progress: 160 processed, 150 collected, 0 errors, 0 pending timeouts
  Progress: 170 processed, 160 collected, 0 errors, 0 pending timeouts
  Progress: 180 processed, 170 collected, 0 errors, 0 pending timeouts
  Progress: 190 processed, 180 collected, 0 errors, 0 pending timeouts
  Progress: 200 processed, 190 collected, 0 errors, 0 pending timeouts
  Progress: 210 processed, 200 collected, 0 errors, 0 pending timeouts
  💾 Interim holders saved (710 entries)
  Progress: 220 processed, 210 collected, 0 errors, 0 pending timeouts
  Progress: 230 processed, 220 collected, 0 errors, 0 pending timeouts
  Progress: 240 processed, 230 collected, 0 errors, 0 pending timeouts
  Progress: 250 processed, 240 collected, 0 errors, 0 pending timeouts
  Progress: 260 processed, 250 collected, 0 errors, 0 pending timeouts
  Progress: 270 processed, 260 collected, 0 errors, 0 pending timeouts
  Progress: 280 processed, 270 collected, 0 errors, 0 pending timeouts
  Progress: 290 processed, 279 collected, 0 errors, 0 pending timeouts
  Progress: 300 processed, 289 collected, 0 errors, 0 pending timeouts
  Progress: 310 processed, 299 collected, 0 errors, 0 pending timeouts
  💾 Interim holders saved (811 entries)
  Progress: 320 processed, 309 collected, 0 errors, 0 pending timeouts
  Progress: 330 processed, 319 collected, 0 errors, 0 pending timeouts
  Progress: 340 processed, 329 collected, 0 errors, 0 pending timeouts
  Progress: 350 processed, 339 collected, 0 errors, 0 pending timeouts
  Progress: 360 processed, 349 collected, 0 errors, 0 pending timeouts
  Progress: 370 processed, 359 collected, 0 errors, 0 pending timeouts
  Progress: 380 processed, 369 collected, 0 errors, 0 pending timeouts
  Progress: 390 processed, 379 collected, 0 errors, 0 pending timeouts
  Progress: 400 processed, 389 collected, 0 errors, 0 pending timeouts
  Progress: 410 processed, 398 collected, 0 errors, 0 pending timeouts
  💾 Interim holders saved (912 entries)
  Progress: 420 processed, 408 collected, 0 errors, 0 pending timeouts
  Progress: 430 processed, 418 collected, 0 errors, 0 pending timeouts
  Progress: 440 processed, 428 collected, 0 errors, 0 pending timeouts
  Progress: 450 processed, 437 collected, 0 errors, 0 pending timeouts
  Progress: 460 processed, 447 collected, 0 errors, 0 pending timeouts
  Progress: 470 processed, 457 collected, 0 errors, 0 pending timeouts
  Progress: 480 processed, 467 collected, 0 errors, 0 pending timeouts
  Progress: 490 processed, 477 collected, 0 errors, 0 pending timeouts
  Progress: 500 processed, 486 collected, 0 errors, 0 pending timeouts
  Progress: 510 processed, 496 collected, 0 errors, 0 pending timeouts
  💾 Interim holders saved (1014 entries)
  Progress: 520 processed, 506 collected, 0 errors, 0 pending timeouts
  Progress: 530 processed, 516 collected, 0 errors, 0 pending timeouts
  Progress: 540 processed, 526 collected, 0 errors, 0 pending timeouts
  Progress: 550 processed, 535 collected, 0 errors, 0 pending timeouts
  Progress: 560 processed, 545 collected, 0 errors, 0 pending timeouts
  Progress: 570 processed, 555 collected, 0 errors, 0 pending timeouts
  Progress: 580 processed, 565 collected, 0 errors, 0 pending timeouts
  Progress: 590 processed, 575 collected, 0 errors, 0 pending timeouts
  Progress: 600 processed, 585 collected, 0 errors, 0 pending timeouts
  Progress: 610 processed, 595 collected, 0 errors, 0 pending timeouts
  💾 Interim holders saved (1115 entries)
  Progress: 620 processed, 605 collected, 0 errors, 0 pending timeouts
  Progress: 630 processed, 614 collected, 0 errors, 0 pending timeouts
  Progress: 640 processed, 624 collected, 0 errors, 0 pending timeouts
  Progress: 650 processed, 634 collected, 0 errors, 0 pending timeouts
  Progress: 660 processed, 644 collected, 0 errors, 0 pending timeouts
  Progress: 670 processed, 654 collected, 0 errors, 0 pending timeouts
  Progress: 680 processed, 664 collected, 0 errors, 0 pending timeouts
  Progress: 690 processed, 674 collected, 0 errors, 0 pending timeouts
  Progress: 700 processed, 683 collected, 0 errors, 0 pending timeouts
  Progress: 710 processed, 693 collected, 0 errors, 0 pending timeouts
  💾 Interim holders saved (1217 entries)
  Progress: 720 processed, 702 collected, 0 errors, 0 pending timeouts
  Progress: 730 processed, 712 collected, 0 errors, 0 pending timeouts
  Progress: 740 processed, 722 collected, 0 errors, 0 pending timeouts
  Progress: 750 processed, 732 collected, 0 errors, 0 pending timeouts
  Progress: 760 processed, 742 collected, 0 errors, 0 pending timeouts
  Progress: 770 processed, 752 collected, 0 errors, 0 pending timeouts
  Progress: 780 processed, 762 collected, 0 errors, 0 pending timeouts
  Progress: 790 processed, 772 collected, 0 errors, 0 pending timeouts
  Progress: 800 processed, 782 collected, 0 errors, 0 pending timeouts
  Progress: 810 processed, 792 collected, 0 errors, 0 pending timeouts
  💾 Interim holders saved (1319 entries)
  Progress: 820 processed, 801 collected, 0 errors, 0 pending timeouts
  Progress: 830 processed, 811 collected, 0 errors, 0 pending timeouts
  Progress: 840 processed, 821 collected, 0 errors, 0 pending timeouts
  Progress: 850 processed, 831 collected, 0 errors, 0 pending timeouts
  Progress: 860 processed, 841 collected, 0 errors, 0 pending timeouts
  Progress: 870 processed, 850 collected, 0 errors, 0 pending timeouts
  Progress: 880 processed, 860 collected, 0 errors, 0 pending timeouts
  Progress: 890 processed, 870 collected, 0 errors, 0 pending timeouts
  Progress: 900 processed, 880 collected, 0 errors, 0 pending timeouts
  Progress: 910 processed, 889 collected, 0 errors, 0 pending timeouts
